EQUI-5	standing	is
EQUI-5	on tree branches	on tree branches
SPE2-4	A cat	A black and white cat
EQUI-5	A large boat	A large boat
SPE2-4	in the water	on the sea
EQUI-5	A passenger train	A passenger train
SIMI-4	waiting	sits
EQUI-5	in a station	in the station
EQUI-5	on the floor	on the floor
EQUI-5	sitting	sitting
EQUI-5	An Apple computer	A Macintosh computer
EQUI-5	A jockey	A jockey
EQUI-5	a horse	a horse
EQUI-5	riding	riding
SIMI-4	A woman	A young girl
EQUI-5	a brown horse	a brown horse
EQUI-5	riding	riding
EQUI-5	sleeps	asleep
EQUI-5	A man	A man
SPE2-4	with a baby	holding a baby
SIMI-2	in front of yellow flowers	in a field
EQUI-5	standing	standing
EQUI-5	A black dog	A black dog
EQUI-5	in afield	in a field
SPE2-3	standing	grazing
EQUI-5	sheep	A sheep
EQUI-5	standing	stands
SPE1-4	A dark brown horse	A brown horse
SPE2-3	in a field	in a lush green field
SPE2-4	with food	with food and beer
EQUI-5	of people	of people
EQUI-5	around a table	around a table
EQUI-5	A group	A group
EQUI-5	sitting	sit
EQUI-5	A brown horse	A brown horse
SPE1-4	in a lush green field	in a green field
EQUI-5	with two cats	with two cats
EQUI-5	at her feet	at her feet
EQUI-5	in a kitchen	in the kitchen
EQUI-5	stands	is standing
EQUI-5	An elderly woman	The old lady
SPE1-4	Red double decker bus	Double decker passenger bus
REL-3	through the streets	with traffic
EQUI-5	driving	driving
EQUI-5	in a cluttered room	in a cluttered room
SIMI-4	sitting	lies
EQUI-5	A man	A man
EQUI-5	walking	walking
SIMI-4	under trees	under the tree
SPE1-4	Black cow	Cow
EQUI-5	in pasture	in a pasture
SIMI-3	A smiling woman	Two women
REL-2	with another smiling woman	laughing
EQUI-5	sitting	sitting
EQUI-5	outside	outside
SPE2-3	with a big necklace	with a black top and a necklace
SPE2-4	a woman	A young woman
EQUI-5	in grass	in a grassy area
EQUI-5	standing	standing
EQUI-5	Brown and white cow	A brown and white cow
EQUI-5	a horse	a horse
EQUI-5	riding	rides
EQUI-5	A jockey	A jockey
EQUI-5	rides	rides
EQUI-5	A person	A person
EQUI-5	a bike	a bike
EQUI-5	a helmet	a bike helmet
EQUI-5	wearing	wearing
EQUI-5	of horses	of horses
EQUI-5	grazing	grazing
EQUI-5	Group	A group
SPE1-4	in grassy field	in a field
EQUI-5	a helmet	a bike helmet
SPE1-4	A young blonde girl	A young girl
EQUI-5	behind her	in the background
SPE1-4	with a red bicycle	with a bicycle
EQUI-5	wearing	wearing
SIMI-3	A striped cat	Domestic cat
EQUI-5	laying down	laying
EQUI-5	of cat litter	of cat litter
SIMI-3	Five birds	Several cardinals
EQUI-5	on the snow	in the snow
EQUI-5	stand	stand
SPE1-4	posing	is standing
EQUI-5	by a pillar	by a pillar
EQUI-5	A woman	a woman
EQUI-5	with a U2 sign	where `` u2 '' is written
SPE2-4	A red moped	The red scooter
SIMI-4	parked	is sitting
SPE1-4	on a sidewalk	on the street
REL-3	in front of graffiti	in front of the building
EQUI-5	on couch	on a couch
EQUI-5	Two dogs and one cat	Two dogs and a cat
SIMI-4	sitting	resting
EQUI-5	with their thumbs up	the thumbs up sign
SPE1-2	One Asian and one occasion woman	Two women
REL-3	smiling	are posing
SIMI-4	in front of an alpine lake	next to a mountain , and a body
EQUI-5	grazing	grazing
SPE1-1	Two mountain goats	Two animals
SPE2-4	in a station	at the city train station
EQUI-5	waiting	waiting
EQUI-5	A passenger train	A passenger train
EQUI-5	A bicycle	A bicycle
EQUI-5	is parked	is parked
SPE2-4	by a shop	outside a bookstore
SPE1-4	in a black leather chair	on a leather chair
SPE2-4	A orange and white cat	A ginger and white cat
SIMI-4	laying	asleep
EQUI-5	on train tracks	on the train tracks
SPE1-4	Black train	A train
SPE1-4	on a black couch	on couch
EQUI-5	Young couple	Young couple
EQUI-5	sitting	sitting
EQUI-5	on a couch	on couch
SPE2-4	A couple	Young couple
REL-3	posing	sitting
EQUI-5	Red double decker bus	Red double decker bus
EQUI-5	A group	A group
EQUI-5	sitting	sitting
SPE1-4	at a restaurant table	around a table
EQUI-5	of people	of people
SIMI-4	napping	sleeping
SPE1-4	under a small table	under a table
EQUI-5	a dog	A dog
EQUI-5	on water	on the water
SPE2-4	A boat	Sail boat
EQUI-5	is sailing	sailing
SPE1-4	a small baby	a baby
EQUI-5	holding	holding
SIMI-4	A smiling woman	Two smiling women
EQUI-5	Red double decker bus	A red double decker bus
SPE2-4	of street	on a city street
EQUI-5	the window	of a window
EQUI-5	looking out	looking out
SPE1-4	Gray cat	A cat
SIMI-4	on the tracks	on the train track
EQUI-5	sitting	are sitting
EQUI-5	Two green and white trains	Two green and white trains
EQUI-5	the camera	the camera
SPE2-3	A cat	A gray , black , and white cat
EQUI-5	looking at	looking at
EQUI-5	A gray cat	A gray cat
SIMI-4	on a wooden table	on a dining table
EQUI-5	lying	laying
EQUI-5	in a chair	on chair
EQUI-5	with a baby	with infant
SPE1-3	A father	Man
SIMI-4	napping	sleeping
EQUI-5	on tree branch	on a tree branch
EQUI-5	perched	perched
SPE2-4	Green and white bird	Bird
EQUI-5	A red and white plane	Red and white plane
EQUI-5	flying	flying
EQUI-5	with a viking hat	a viking hat
SPE2-4	a woman	Smiling woman
SIMI-4	on	wearing
EQUI-5	standing	stands
SPE1-4	underneath a chair	on the floor
SPE1-4	A small white cat	A white cat
EQUI-5	at a table	around a table
SPE2-4	of people	of elderly people
EQUI-5	A group	Group
REL-3	eat	sitting
EQUI-5	standing	stands
SIMI-2	A bull	A brown horse
SPE2-2	in the field	in a lush green field
REL-4	jumping	playing
SPE2-2	at a table	around a dining table
EQUI-5	A group	A group
SPE2-4	of people	of elderly people
SIMI-4	are looking at	looking out
SIMI-2	Two cats	A white cat
EQUI-5	a window	of a window
EQUI-5	in the background	in the background
SIMI-2	with a horse	with other lambs
EQUI-5	perched	is perched
SIMI-3	A small red and gray bird	A red and brown bird
SPE1-3	amongst the bare branches	on branches
SIMI-2	on a rural road	along a dirt road
EQUI-5	is driving	driving
SIMI-2	Three young women	Two Indian women
EQUI-5	in a field	in a field
SIMI-2	of sheep	of horses
EQUI-5	A group	A group
SPE1-4	in a green pasture	in the pasture
SIMI-1	Two white cows	The tan horse
EQUI-5	at a table	at a table
SIMI-4	Two people	four people
EQUI-5	sitting	sitting
SPE2-2	A women	A man and two women
EQUI-5	sitting	sitting
SIMI-4	on a sofa	on a blue sofa
EQUI-5	Black and white cat	The black and white cat
SIMI-3	lying	lounges
REL-1	under bush	in the dirt
EQUI-5	at the camera	at the camera
EQUI-5	is looking	looking
SIMI-2	The lamb	A cat
EQUI-5	A black and white photo	A black and white photo
SIMI-2	A black and white cat	Black and white lamb
EQUI-5	posing	are posing
EQUI-5	for the camera	for the camera
SIMI-3	A man and small child	A man and woman
SPE2-4	A black vehicle	A black car
EQUI-5	parked	parked
SIMI-2	The black and white bull	A black and white dog
EQUI-5	at the camera	at the camera
EQUI-5	is looking	looking
EQUI-5	in the background	in the background
SIMI-1	of sheep	A white cat
SIMI-1	beside the road	in the field
EQUI-5	are grazing	grazing
SIMI-2	Five cows	Several sheep
SIMI-4	in a living room	in a dining room
SPE1-4	A silver bicycle	A bicycle
REL-3	sleeping	sitting
SPE2-4	on the sofa	on a green couch
SIMI-2	The men	a young boy
SIMI-3	sits	relaxes
SPE2-3	A brown and white dog	A small orange and white dog
SIMI-2	on a floral-patterned chair	on a flower print pillow
EQUI-5	looking	looking
EQUI-5	Two sheep	Two sheep
EQUI-5	at the camera	at the camera
EQUI-5	in a field	in a field
EQUI-5	in the background	in the background
EQUI-5	laying	lying
EQUI-5	at the camera	at the camera
SIMI-3	A cat	A tan dog
SPE2-4	looking	looking up
SPE1-4	on a red cushion	on a moggie bed
EQUI-5	a boat	on a boat
SIMI-2	near the shore	on green water
EQUI-5	Four people	four people
SPE1-3	are rowing	are
EQUI-5	in the sky	in the sky
SIMI-3	Two airplanes	A plane
SIMI-4	in front of the laundry room	with tan walls and a washer and dryer
REL-2	on the porch	on acouch
EQUI-5	People	People
EQUI-5	sitting	sitting
SIMI-2	sitting	riding
EQUI-5	A man	A man
SIMI-3	near two tiny animals	near her children
EQUI-5	stands	standing
SIMI-4	A lamb	A sheep
SIMI-3	on a grassy field	on a green hill
SIMI-2	Tan cow	Many sheep
REL-4	in front of some ruins	in front of a building
SPE2-4	A bicycle	A pink bicycle
EQUI-5	of black faced sheep	A black faced sheep
SIMI-1	walking	flying
EQUI-5	standing	standing
EQUI-5	in a grassy field	in a grassy field
SIMI-1	A black and white cow	A blue jay
SIMI-2	sitting	sitting
SIMI-2	A young woman	Two young kids
SPE2-4	dressed	dressed up
SPE2-3	on side	on a crowded street
EQUI-5	Red double decker bus	A red double decker bus
SPE2-4	A bus	A green bus
EQUI-5	drives down	drives down
SPE1-4	a busy road	a road
SPE1-4	A young woman	A women
EQUI-5	is wearing	wearing
EQUI-5	a bikini top and jeans	a bikini top and jeans
SIMI-3	A yellow and blue airplane	The white airplane
EQUI-5	is flying	is flying
SPE2-4	in the sky	in the blue sky
SPE2-3	near the water	on a beach
EQUI-5	with two Indian girls	with two Indian girls
EQUI-5	Two Indian women	Two Indian woman
EQUI-5	A living room	A living room
EQUI-5	in the background	in the background
SPE2-3	with a dining table	with large sofas and a dining table
EQUI-5	with trees	with trees
EQUI-5	paddling	padding
EQUI-5	Two people	Two people
EQUI-5	in the background	in the background
SIMI-4	in a red canoe	in a yellow canoe
SIMI-4	at sunset	near the sunset
EQUI-5	Plane	A plane
SIMI-4	in mid-flight	flying
EQUI-5	to the side	to the side
SIMI-4	A yellow parrot	A yellow and orange bird
EQUI-5	of its cage	of a cage
EQUI-5	clings	hold on
EQUI-5	sailing	sailing
EQUI-5	in a small sailboat	in a small sailboat
SPE2-4	Couple	Two men
EQUI-5	Red double decker bus	A red , double-decker bus
EQUI-5	A close-up	Close up image
EQUI-5	with its tongue	with it 's tongue
EQUI-5	hanging out	hanging out
EQUI-5	of a sheep	of a sheep
SIMI-4	sitting	perched
SPE2-4	on a branch	on an icy branch
EQUI-5	a small bird	A small bird
SIMI-2	stand	walking
SPE1-4	A brown duck and white duck	Brown and white ducks
SPE2-4	on the grass	on green grass
SPE2-4	Cows	Five cows
EQUI-5	grazing	grazing
EQUI-5	in a snow covered field	in a snow covered field
SPE2-3	with blue shirt	in a blue shirt and tan pants
SIMI-3	in front of a fountain	in front of a statue
EQUI-5	standing	is standing
EQUI-5	Man	A man
EQUI-5	on the floor	on on the floor
SPE2-4	Several televisions	Three televisions
EQUI-5	in front of a bookcase	in front of book shelves
EQUI-5	A clear plastic chair	a clear plastic chair
EQUI-5	stands	standing
SPE2-4	A sheep	A large sheep
SIMI-4	on a hillside	on a hill
EQUI-5	Blue and red plane	a blue and red airplane
EQUI-5	in mid-air flight	while in flight
EQUI-5	on the floor	on the floor
EQUI-5	A flat screen TV	A flat-screen TV
SPE2-4	with several computer monitors	with four computer monitors
EQUI-5	Room	A room
SPE1-4	of a stop sign	of a sign
EQUI-5	on it	on
EQUI-5	the back	The back
SPE1-4	with many stickers	with stickers
SPE1-4	Living room or den	Living room
SPE2-3	with large screen television	with tan furniture and flat screen television
EQUI-5	driving down	driving down
EQUI-5	A doubly decker red bus	A red double decker bus
SPE2-4	the road	a street
EQUI-5	for camera	for the camera
SIMI-4	stand	are posing
EQUI-5	A man and woman	A man and woman
SPE2-4	A white bird	Large white bird
SIMI-3	with long orange legs	with long orange beak
SPE1-4	by a lake	on the shoreline
EQUI-5	standing	standing
SIMI-4	driving	is riding
SPE1-3	through a snow covered city	in the snow
SPE1-4	A red train	The train
EQUI-5	on the runway	on a runway
SIMI-4	sits	parked
SPE1-4	A Das Air Cargo plane	A passenger plane
SIMI-4	on purple sheet	on a purple blanket
SPE2-3	A cat	A black and white cat
EQUI-5	sleeps	sleeps
SPE1-4	an England street	the street
SPE2-4	A red and white bus	A red and white England bus
EQUI-5	drives down	drives down
EQUI-5	a jockey	A jockey
EQUI-5	riding	riding
EQUI-5	a horse	a horse
EQUI-5	A kitchen	A kitchen
SPE1-4	with wood cabinets and dining table	with wooden cabinets and furniture
EQUI-5	of a cityscape	of a city
SIMI-4	with a graffiti scene	by a mural
EQUI-5	A motorcycles	A motorcycle
EQUI-5	is parked	is parked
EQUI-5	in the water	in the water
SPE2-3	A bird	A large black bird
SIMI-4	in a fenced area	in a gated yard
EQUI-5	pets	pets
EQUI-5	a dog	a dog
EQUI-5	A woman	A woman
SIMI-4	reclines	sitting
EQUI-5	on an office chair	on an office chair
SPE2-4	A cat	A ginger cat
EQUI-5	sits	is
EQUI-5	at the train station	at the station
SPE2-4	The train	The blue train
EQUI-5	of horses	of horses
EQUI-5	A group	Group
EQUI-5	grazing	grazing
SPE2-4	in a field	in grassy field
SPE1-4	on an icy branch	on a branch
SIMI-4	A small bird	A yellow bird
EQUI-5	perched	perched
EQUI-5	Boy	A boy
REL-2	typing	looking
SIMI-3	on a computer	at a computer screen
EQUI-5	their tires	tires
EQUI-5	spins	spinning
EQUI-5	A red truck	Red truck
EQUI-5	Four blue and yellow planes	Four blue and yellow planes
EQUI-5	flying	in flight
EQUI-5	A train	A train
EQUI-5	is	parked
EQUI-5	at a train station	at a train station
SPE2-3	through water	towards a the shore
EQUI-5	in yellow canoe	a yellow canoe
EQUI-5	Man	Man
EQUI-5	paddling	paddling
EQUI-5	on the floor	on the floor
SPE1-4	Beer bottles -LRB- -LRB- Harp Lager -RRB- -RRB-	A row
EQUI-5	giving	giving
EQUI-5	the thumbs up sign	the thumbs up sign
SPE2-3	Two women	Two smiling young women
SPE1-4	on a city street	the road
SPE1-4	A double decker red United bus	A doubly decker red bus
EQUI-5	at table	at a table
EQUI-5	of restaurant	at a restaurant
SIMI-4	Group	Two people
EQUI-5	sitting	sitting
EQUI-5	drinking	are drinking
SPE1-4	Two dairy cows	Two cows
EQUI-5	from a pond	from a pond
SIMI-1	in an urban setting	in a fenced area
SIMI-3	ride	riding
EQUI-5	People	People
REL-2	standing	talking
SIMI-3	Two women	Two men
SIMI-2	in front of tour bus	in front of a plane
SPE1-4	Large silver locomotive engine	The silver train
SIMI-3	in a shed	in a station
SIMI-2	is parked	stand
EQUI-5	outside a bookstore	outside a bookstore
SIMI-3	standing	standing
EQUI-5	in background	in the background
EQUI-5	is eating	eating
EQUI-5	fruit	fruit
SPE2-3	on a wire grate	on a bird feeder
EQUI-5	A yellow bird	A yellow bird
EQUI-5	on the tracks	down the tracks
SIMI-2	sitting	traveling
EQUI-5	A train	A train
SIMI-2	sits	standing
SIMI-3	A man	A woman
SIMI-4	a white horse	a brown horse
EQUI-5	riding	riding
SIMI-2	is standing	hold on
EQUI-5	riding	riding
EQUI-5	a brown horse	a brown horse
SPE2-3	A girl	The jockey
EQUI-5	A man	The man
SIMI-2	sitting	is standing
SIMI-2	on the grass	on the sidewalk
EQUI-5	standing	standing
SIMI-2	A white cat	A sheep
EQUI-5	on a street	on the street
SPE2-4	A passenger jet	A large passenger jet
SPE1-2	on a runway	close to the ground
REL-2	sits	flying
EQUI-5	on a table	at a table
SIMI-3	sitting	sitting
SPE2-3	A white cat	A pretty white striped cat
SIMI-1	on a carpet	the table
SPE1-4	in front of an apartment building	in front of building
SPE2-2	on the ground	under a tree
SIMI-1	The black bird	with a cow
SIMI-2	of a cat	of a horse
EQUI-5	A close-up	A close-up
SIMI-2	are swimming	fly
EQUI-5	The birds	Birds
SIMI-2	in the water	over water
SPE1-4	on a crowded street	on a public street
SIMI-3	A red double decker bus	A white bus
SPE2-4	in a field	in a field
EQUI-5	grazing	grazing
SPE2-3	A group	A brown horse
SIMI-3	near a field	in the grass
SIMI-4	sitting	is sitting
EQUI-5	Two women	Two women
EQUI-5	in the kitchen	in kitchen
EQUI-5	toward the camera	towards the camera
SIMI-2	moving	flying
SPE2-1	with table , chair and sofa	with a blue sofa , camp bed , wooden bench and dresser
EQUI-5	A living room	A living room
EQUI-5	in the background	in the background
SIMI-4	A steam engine	A train
REL-3	a train track	at a train station
SIMI-4	sitting	sitting
EQUI-5	Two women	Two women
SPE2-3	outside	outside
SIMI-2	sitting	standing
EQUI-5	toward the camera	at the camera
SIMI-1	The bird	The sheep
SIMI-2	on the branch	under the trees
SIMI-3	is sitting	is standing
SPE2-4	looking	is looking up
SIMI-2	A brown and white cow	The black and white cat
EQUI-5	into the camera	at the camera
SIMI-4	along the beach	's shore
EQUI-5	walking	walk
SIMI-2	A man and a woman	A man
SIMI-2	A black and white dog	A small black and white goat
EQUI-5	at the camera	at the camera
